vendor_id,business_name,category,location_type,total_gmv,avg_ticket_size,transaction_count,repeat_customer_rate,refund_rate_estimate,payment_method_mix,revenue_volatility_score,weekend_sales_ratio,late_night_sales_ratio,risk_score
1479,Maldonado Group,Crafts,standalone,1612.85,24.44,66,0.303,0.072,mixed,0.6151,0.3958,0.1532,0.4931
1480,"Tyler, Ferguson and Brown",Crafts,standalone,4808.88,37.87,127,0.6063,0.0587,mixed,0.2023,0.5098,0.1389,0.2549
1481,Castaneda Ltd,Home,standalone,5047.52,37.11,136,0.5809,0.0656,mixed,0.2651,0.4941,0.1702,0.2822
1482,Singh-Smith,Education,standalone,7640.58,57.88,132,0.7879,0.055,digital_wallet_heavy,0.2454,0.49,0.1904,0.1716
1483,Evans-Guzman,Food,home_based,937.77,24.05,39,0.4615,0.0492,card_dominant,0.6224,0.5382,0.2512,0.4085
1484,Lee-Johnson,Wellness,home_based,966.3,21.47,45,0.2,0.0289,mixed,0.7775,0.4491,0.0693,0.5642
1485,Jenkins Inc,Beauty,home_based,7732.61,59.48,130,0.8,0.0141,digital_wallet_heavy,0.434,0.5924,0.2269,0.191
1486,Richardson-King,Fashion,home_based,4009.01,37.47,107,0.514,0.0652,card_dominant,0.5621,0.4201,0.0869,0.375
1487,Smith Inc,Beauty,home_based,4488.78,37.72,119,0.4958,0.033,digital_wallet_heavy,0.5038,0.2443,0.1052,0.3628
1488,"Daniels, Ho and Lewis",Crafts,pop_up,4789.07,38.31,125,0.424,0.0519,digital_wallet_heavy,0.715,0.6992,0.2833,0.4466
1489,Perry PLC,Crafts,pop_up,875.8,22.46,39,0.359,0.055,card_dominant,0.4949,0.5181,0.2464,0.436
1490,Delgado LLC,Tech_Accessories,pop_up,8125.97,58.46,139,0.6403,0.0183,digital_wallet_heavy,0.4869,0.6199,0.146,0.2827
1491,Robinson LLC,Beauty,home_based,1772.64,23.32,76,0.2632,0.05,mixed,0.6114,0.2922,0.1406,0.5057
1492,"Myers, Perez and Marshall",Education,pop_up,1227.02,24.06,51,0.5294,0.0334,digital_wallet_heavy,0.2183,0.2121,0.2579,0.289
1493,Johnson-Velez,Tech_Accessories,home_based,3214.0,37.81,85,0.4588,0.0291,mixed,0.5627,0.3494,0.2852,0.3919
1494,Nelson-Barrett,Fitness,standalone,3637.7,35.66,102,0.4412,0.0282,card_dominant,0.5008,0.6364,0.2605,0.388
1495,Patterson PLC,Crafts,pop_up,9515.65,56.64,168,0.7381,0.023,digital_wallet_heavy,0.7619,0.4291,0.1707,0.2902
1496,French-Clark,Education,pop_up,11414.91,57.36,199,0.6734,0.0193,card_dominant,0.2564,0.564,0.1741,0.2204
1497,"Morgan, Rodriguez and Miller",Tech_Accessories,home_based,3530.12,36.77,96,0.6042,0.0406,card_dominant,0.7107,0.5828,0.0897,0.3522
1498,Mack-Juarez,Beauty,pop_up,10114.41,57.8,175,0.6743,0.0527,digital_wallet_heavy,0.2947,0.5757,0.2142,0.2376
1499,"Taylor, Anderson and Gates",Food,pop_up,4778.87,36.2,132,0.5455,0.077,digital_wallet_heavy,0.2483,0.2285,0.1205,0.3
1500,Hall-Martinez,Beauty,standalone,3101.31,36.06,86,0.5465,0.0283,mixed,0.3729,0.6531,0.1124,0.3098
1501,Mcmillan Ltd,Fashion,mall,4632.57,36.19,128,0.4453,0.029,mixed,0.7316,0.4249,0.2442,0.4324
1502,Norman-Richardson,Wellness,home_based,3252.97,37.83,86,0.3837,0.0146,card_dominant,0.5413,0.2168,0.0657,0.4208
1503,Moore-Gill,Education,pop_up,4278.9,38.9,110,0.5636,0.0735,card_dominant,0.2975,0.4662,0.1528,0.2997
1504,Stephens Ltd,Home,pop_up,3100.91,36.92,84,0.5238,0.0343,card_dominant,0.8299,0.2109,0.2159,0.4144
1505,Wang-Silva,Tech_Accessories,standalone,1115.75,24.26,46,0.2391,0.0774,card_dominant,0.5921,0.6684,0.0631,0.5221
1506,Vincent LLC,Food,standalone,4031.86,39.53,102,0.6078,0.0393,mixed,0.3821,0.5654,0.2953,0.2843
1507,Hughes-Smith,Education,pop_up,4458.59,38.11,117,0.5983,0.028,card_dominant,0.6579,0.299,0.1913,0.3408
1508,Barnes LLC,Wellness,home_based,7220.67,58.7,123,0.7236,0.0425,mixed,0.8804,0.5043,0.1374,0.327
1509,Price-Martinez,Education,pop_up,3153.73,38.46,82,0.5244,0.018,digital_wallet_heavy,0.3059,0.3127,0.1127,0.3044
1510,Martin-Kerr,Fitness,mall,9528.3,58.46,163,0.6748,0.0695,digital_wallet_heavy,0.5929,0.4617,0.0787,0.302
1511,Mejia-Brown,Food,pop_up,1785.5,23.19,77,0.4935,0.0702,mixed,0.706,0.2338,0.227,0.4155
1512,Boone and Sons,Crafts,pop_up,4063.94,35.65,114,0.6316,0.048,mixed,0.2572,0.4292,0.1712,0.25
1513,"Stewart, Vargas and Wilkins",Beauty,mall,1694.85,23.87,71,0.2817,0.0216,digital_wallet_heavy,0.862,0.625,0.2173,0.538
1514,Boone-Romero,Fashion,mall,1814.63,24.86,73,0.3288,0.0424,digital_wallet_heavy,0.4882,0.5255,0.1864,0.446
1515,"Taylor, Jensen and Jones",Beauty,home_based,1424.3,21.91,65,0.3077,0.0144,card_dominant,0.5588,0.6032,0.1648,0.4622
1516,"Martinez, Villarreal and Stewart",Education,mall,9044.43,56.18,161,0.6646,0.0136,card_dominant,0.7504,0.3007,0.1147,0.3219
1517,"Gardner, Smith and Bell",Crafts,mall,16674.5,81.74,204,0.8971,0.0215,mixed,0.4312,0.5784,0.1798,0.1441
1518,Watson-Ward,Wellness,mall,864.38,24.7,35,0.4,0.0243,digital_wallet_heavy,0.8145,0.6398,0.2676,0.4702
1519,Richardson-Thomas,Home,standalone,3861.91,37.86,102,0.5686,0.0267,mixed,0.5159,0.6925,0.243,0.3269
1520,"Carter, Torres and Lane",Fitness,home_based,3166.58,39.09,81,0.5556,0.0119,digital_wallet_heavy,0.2456,0.432,0.2773,0.2749
1521,Thompson and Sons,Tech_Accessories,mall,969.84,23.65,41,0.3415,0.0477,card_dominant,0.5485,0.2527,0.2142,0.4533
1522,"Page, Allen and Thomas",Beauty,mall,7956.34,58.94,135,0.7704,0.0675,mixed,0.4663,0.5878,0.2911,0.2283
1523,Burton PLC,Education,home_based,3454.46,38.81,89,0.4494,0.0243,mixed,0.5663,0.3436,0.2482,0.3959
1524,Alvarado-Kelly,Education,pop_up,3016.06,36.34,83,0.6145,0.0504,mixed,0.6442,0.599,0.149,0.3367
1525,Brooks-Sandoval,Wellness,standalone,3260.05,40.25,81,0.5679,0.0741,card_dominant,0.5731,0.279,0.224,0.3529
1526,Stewart-Neal,Education,pop_up,3782.77,40.24,94,0.5851,0.0655,digital_wallet_heavy,0.4217,0.6286,0.2765,0.3114
1527,"Levy, Reyes and Smith",Home,standalone,1318.98,24.89,53,0.283,0.0294,digital_wallet_heavy,0.8885,0.2704,0.1005,0.545
1528,Brown-Melton,Wellness,standalone,1421.21,24.09,59,0.2542,0.0229,card_dominant,0.8258,0.5271,0.088,0.5449
1529,Brown-Cohen,Pets,pop_up,682.55,22.75,30,0.4,0.0408,card_dominant,0.6307,0.2417,0.2706,0.4384
1530,Mata-Mcguire,Tech_Accessories,standalone,710.14,22.19,32,0.3438,0.0663,digital_wallet_heavy,0.5536,0.6836,0.1544,0.4587
1531,Luna-Ramirez,Education,standalone,3600.22,36.0,100,0.49,0.0789,mixed,0.6675,0.5173,0.0915,0.4122
1532,Cox LLC,Food,pop_up,23261.24,79.94,291,0.8316,0.0717,card_dominant,0.4992,0.2811,0.0532,0.2056
1533,Lane-Stokes,Wellness,home_based,4428.97,39.19,113,0.4336,0.0492,digital_wallet_heavy,0.5692,0.5597,0.2726,0.4118
1534,"Smith, Campbell and Howard",Tech_Accessories,home_based,3701.64,38.16,97,0.5258,0.0156,mixed,0.712,0.2937,0.2645,0.3842
1535,"Pope, Goodman and Nguyen",Fitness,mall,1239.71,22.54,55,0.2909,0.0673,digital_wallet_heavy,0.5786,0.5551,0.1286,0.4905
1536,Bailey-Rogers,Pets,home_based,3794.51,38.33,99,0.5152,0.043,mixed,0.7751,0.4296,0.1394,0.4103
1537,Smith-Guzman,Pets,standalone,10171.64,58.12,175,0.6171,0.0446,digital_wallet_heavy,0.7798,0.3676,0.0934,0.3608
1538,"Johnson, Lopez and Brady",Crafts,pop_up,9297.28,55.34,168,0.7024,0.0598,card_dominant,0.7782,0.2503,0.11,0.3224
1539,Sullivan LLC,Tech_Accessories,home_based,4079.52,37.77,108,0.4907,0.0199,mixed,0.4436,0.4252,0.2372,0.3493
1540,Francis Group,Education,pop_up,1164.45,23.29,50,0.5,0.0556,digital_wallet_heavy,0.6346,0.3762,0.2604,0.3936
1541,Bailey-Salas,Fashion,home_based,4900.83,37.41,131,0.6107,0.043,digital_wallet_heavy,0.8854,0.5171,0.0816,0.3846
1542,Reynolds-Gibson,Education,home_based,19530.76,80.04,244,0.8934,0.0573,mixed,0.4276,0.5432,0.0674,0.156
1543,"Jordan, Berg and Bird",Home,pop_up,1217.9,25.37,48,0.25,0.0222,card_dominant,0.799,0.3136,0.2593,0.5415
1544,Hooper-Stephens,Fashion,mall,4328.82,35.48,122,0.5984,0.0295,mixed,0.65,0.5471,0.1782,0.3396
1545,"Peterson, Gilbert and Jenkins",Fitness,pop_up,4577.45,37.83,121,0.5207,0.0314,card_dominant,0.3489,0.2166,0.126,0.3188
1546,"Ochoa, Ryan and Suarez",Pets,home_based,3053.78,34.7,88,0.6364,0.0557,digital_wallet_heavy,0.8568,0.6356,0.2415,0.3699
1547,Chandler-Smith,Food,home_based,3256.6,35.79,91,0.6044,0.0652,digital_wallet_heavy,0.6655,0.3301,0.2768,0.3505
1548,Dudley-Wilson,Beauty,home_based,3751.68,38.28,98,0.4796,0.057,digital_wallet_heavy,0.5923,0.2555,0.1618,0.3958
1549,Reed Ltd,Pets,pop_up,1481.72,23.52,63,0.4603,0.0422,card_dominant,0.8052,0.4733,0.1451,0.4436
1550,"Davis, Kennedy and Byrd",Crafts,mall,1344.31,26.89,50,0.32,0.0784,mixed,0.2775,0.4113,0.0605,0.419
1551,"Chen, Rodriguez and Erickson",Education,mall,7183.66,54.42,132,0.5833,0.0618,digital_wallet_heavy,0.8427,0.34,0.2646,0.3954
1552,Mueller-Williams,Beauty,pop_up,1737.87,25.19,69,0.2899,0.0305,digital_wallet_heavy,0.8375,0.577,0.2512,0.5317
1553,Brown Ltd,Fitness,standalone,1107.34,25.17,44,0.3409,0.0113,mixed,0.874,0.5633,0.1262,0.5077
1554,Shepard Ltd,Fitness,home_based,4278.11,36.26,118,0.4068,0.0681,digital_wallet_heavy,0.3971,0.6364,0.0781,0.3964
1555,"Bowman, Davis and Ray",Wellness,standalone,4875.54,36.94,132,0.4545,0.0593,card_dominant,0.5785,0.2483,0.1105,0.4062
1556,Spears-Holloway,Wellness,home_based,21282.81,80.62,264,0.7576,0.0109,digital_wallet_heavy,0.5281,0.3506,0.1996,0.2301
1557,Valenzuela-Henderson,Home,standalone,820.4,21.59,38,0.2895,0.0308,digital_wallet_heavy,0.4099,0.5716,0.062,0.4465
1558,Campbell-Dawson,Home,mall,4713.66,34.41,137,0.635,0.0732,digital_wallet_heavy,0.7966,0.5339,0.1983,0.3638
1559,"Clark, Lester and Ross",Home,mall,1133.01,24.63,46,0.4565,0.0725,digital_wallet_heavy,0.3297,0.2395,0.1099,0.3594
1560,Castro-Phillips,Fitness,pop_up,852.14,25.06,34,0.3529,0.0656,mixed,0.2243,0.4914,0.2989,0.3881
1561,"Turner, Adams and Middleton",Food,home_based,1123.85,24.43,46,0.6087,0.0699,card_dominant,0.565,0.2318,0.2578,0.3296
1562,Calderon-Rosario,Fashion,standalone,1779.1,23.72,75,0.3333,0.0519,digital_wallet_heavy,0.2805,0.2469,0.2774,0.405
1563,Chang-Shelton,Wellness,home_based,1141.14,24.28,47,0.5532,0.0568,card_dominant,0.7805,0.6395,0.1929,0.3965
1564,"Wong, Reyes and Ferrell",Home,pop_up,19829.52,79.32,250,0.964,0.0462,mixed,0.5013,0.3585,0.1586,0.1321
1565,Norris LLC,Crafts,standalone,1281.6,21.72,59,0.322,0.0642,card_dominant,0.6213,0.6463,0.1608,0.4825
1566,"Ramirez, Thomas and Odonnell",Beauty,home_based,3930.91,36.4,108,0.4907,0.0525,card_dominant,0.6419,0.4958,0.2257,0.3988
1567,Walker-Ortiz,Home,home_based,3457.08,37.99,91,0.6154,0.0266,digital_wallet_heavy,0.5587,0.2521,0.1461,0.312
1568,Griffin-Vazquez,Crafts,home_based,20780.31,78.42,265,0.8226,0.0441,card_dominant,0.6566,0.6753,0.2002,0.2332
1569,Williams-Sparks,Pets,home_based,3779.98,36.7,103,0.4757,0.0621,mixed,0.5544,0.5171,0.0677,0.3917
1570,Clark-Clarke,Food,home_based,1566.2,24.86,63,0.4762,0.0278,digital_wallet_heavy,0.4533,0.4362,0.0614,0.3609
1571,Bush and Sons,Fitness,pop_up,7303.64,57.51,127,0.6378,0.0198,card_dominant,0.3938,0.6858,0.1328,0.2658
1572,Sanchez Ltd,Fashion,standalone,1240.8,25.85,48,0.4583,0.0437,card_dominant,0.3373,0.5054,0.1202,0.3514
1573,Doyle LLC,Wellness,pop_up,10538.05,57.9,182,0.7967,0.0245,card_dominant,0.5616,0.2028,0.0519,0.2213
1574,Reynolds-Garcia,Beauty,home_based,9771.89,55.52,176,0.8011,0.0253,digital_wallet_heavy,0.2257,0.254,0.1347,0.1522
1575,Aguilar Inc,Pets,pop_up,1654.98,23.31,71,0.3239,0.0662,card_dominant,0.6004,0.4563,0.1234,0.478
1576,Dunn and Sons,Fitness,home_based,4024.07,35.61,113,0.5398,0.0752,card_dominant,0.4779,0.2435,0.2043,0.3482
1577,Johnson-Powers,Home,mall,776.69,25.89,30,0.4,0.018,digital_wallet_heavy,0.4417,0.4537,0.2686,0.3937
1578,Moore PLC,Fashion,home_based,5441.62,40.01,136,0.4853,0.0445,mixed,0.6916,0.6964,0.0829,0.409
1579,"Rivera, Beasley and Jones",Pets,home_based,21022.53,81.17,259,0.9189,0.0292,digital_wallet_heavy,0.4762,0.4109,0.1528,0.1445
1580,"Day, Cabrera and Moore",Crafts,pop_up,8952.51,54.92,163,0.6196,0.0735,digital_wallet_heavy,0.6998,0.504,0.1273,0.3522
1581,Pierce and Sons,Wellness,home_based,1079.99,23.48,46,0.3043,0.0677,digital_wallet_heavy,0.8685,0.6106,0.0504,0.5419
1582,Obrien PLC,Food,standalone,3435.21,37.75,91,0.4615,0.0545,card_dominant,0.2358,0.3288,0.0649,0.3328
1583,"Soto, Lewis and Price",Food,mall,17215.0,80.07,215,0.8605,0.0523,mixed,0.6806,0.2572,0.146,0.2216
1584,Gomez PLC,Fitness,home_based,5101.51,37.51,136,0.4338,0.0419,digital_wallet_heavy,0.4583,0.2605,0.1547,0.3873
1585,Buckley-Bonilla,Beauty,standalone,1453.26,25.95,56,0.4643,0.0626,digital_wallet_heavy,0.2497,0.2401,0.1387,0.3366
1586,Brooks PLC,Crafts,mall,1231.92,23.69,52,0.3269,0.0759,digital_wallet_heavy,0.668,0.5393,0.1405,0.4929
1587,Perez Inc,Beauty,pop_up,3318.17,35.68,93,0.4731,0.0516,digital_wallet_heavy,0.2071,0.518,0.2783,0.3203
1588,"King, Patel and Ferguson",Beauty,home_based,4165.52,38.57,108,0.3981,0.0529,digital_wallet_heavy,0.8116,0.562,0.0801,0.4791
1589,Johnson-Hernandez,Fitness,pop_up,10487.75,56.39,186,0.586,0.0732,digital_wallet_heavy,0.2465,0.467,0.0855,0.2783
1590,Higgins PLC,Pets,standalone,4296.92,37.36,115,0.5826,0.0108,card_dominant,0.4954,0.3475,0.1715,0.311
1591,Jones-Conrad,Education,mall,1179.42,21.84,54,0.4444,0.0504,card_dominant,0.2306,0.2615,0.1897,0.339
1592,"Duncan, Lucas and Goodwin",Wellness,pop_up,7560.6,54.39,139,0.6475,0.034,mixed,0.7104,0.5261,0.2614,0.3285
1593,"Young, Andrade and Vaughn",Education,mall,3359.08,38.17,88,0.6818,0.0585,card_dominant,0.501,0.5365,0.1188,0.2769
1594,Jackson-Rangel,Fitness,standalone,3432.7,36.13,95,0.4947,0.0314,card_dominant,0.7523,0.4232,0.2496,0.4125
1595,Moore-Cruz,Home,pop_up,987.66,24.09,41,0.122,0.0676,mixed,0.8003,0.6583,0.1577,0.6193
1596,Sanchez Ltd,Fashion,pop_up,749.9,25.0,30,0.3333,0.0323,mixed,0.6075,0.3856,0.2003,0.4645
1597,"Jacobson, Anderson and Young",Food,standalone,4923.17,37.3,132,0.6288,0.0594,digital_wallet_heavy,0.6819,0.3873,0.0917,0.3398
1598,"Gonzalez, Marshall and Mitchell",Food,mall,23201.61,80.56,288,0.7535,0.0401,mixed,0.2998,0.645,0.1365,0.1952
1599,Weiss PLC,Tech_Accessories,pop_up,22177.72,79.21,280,0.9286,0.0208,mixed,0.2178,0.5229,0.2092,0.0855
1600,"Taylor, Vargas and Ramirez",Pets,mall,4972.12,38.54,129,0.5426,0.0338,mixed,0.2502,0.4048,0.1278,0.2889
1601,Trevino and Sons,Fashion,home_based,980.26,25.13,39,0.5128,0.0574,digital_wallet_heavy,0.624,0.3823,0.1045,0.3856
1602,Nelson-Stanton,Tech_Accessories,pop_up,4161.42,39.63,105,0.5238,0.0792,card_dominant,0.5178,0.5441,0.0851,0.3654
1603,"Mcdonald, Rose and Gonzalez",Wellness,standalone,4945.56,36.91,134,0.4851,0.044,mixed,0.2193,0.4527,0.291,0.3145
1604,"Herrera, Lee and Hill",Tech_Accessories,mall,9191.23,57.45,160,0.5875,0.0369,mixed,0.2273,0.2155,0.147,0.2628
1605,"King, Hall and Garcia",Fashion,home_based,1119.23,23.32,48,0.375,0.0212,digital_wallet_heavy,0.2163,0.5781,0.1646,0.3621
1606,Wang Inc,Wellness,home_based,7928.23,59.17,134,0.6418,0.0302,digital_wallet_heavy,0.8301,0.2581,0.289,0.3542
1607,Bell-Pena,Tech_Accessories,pop_up,4147.32,38.4,108,0.463,0.032,card_dominant,0.8219,0.5015,0.2567,0.4425
1608,"Barnes, Chandler and Jones",Education,standalone,11706.89,58.83,199,0.6382,0.0789,mixed,0.4019,0.6806,0.1474,0.285
1609,"Barton, May and Smith",Food,pop_up,3490.66,37.13,94,0.6383,0.037,card_dominant,0.4383,0.4707,0.0885,0.2796
1610,Roberts PLC,Wellness,standalone,7804.38,56.55,138,0.6522,0.0488,card_dominant,0.5792,0.581,0.2584,0.3044
1611,"Moore, Sims and Morris",Beauty,mall,4443.32,35.83,124,0.629,0.0408,digital_wallet_heavy,0.4116,0.3297,0.0987,0.2801
1612,Cruz-Gonzalez,Fitness,home_based,1104.56,25.1,44,0.2955,0.014,card_dominant,0.4397,0.3351,0.2916,0.4444
1613,Sutton-Martinez,Fashion,standalone,1753.05,24.69,71,0.2958,0.049,card_dominant,0.4431,0.4902,0.0848,0.4554
1614,Williams Group,Tech_Accessories,standalone,3638.23,38.3,95,0.5158,0.0411,digital_wallet_heavy,0.6384,0.4444,0.1504,0.3821
1615,"Young, Johnson and Jones",Wellness,standalone,4019.57,37.57,107,0.6262,0.0796,card_dominant,0.8162,0.5117,0.1923,0.374
1616,Montgomery Group,Pets,standalone,1813.66,24.84,73,0.3973,0.0534,digital_wallet_heavy,0.3409,0.3976,0.0599,0.3856
1617,"Brewer, Hamilton and Smith",Beauty,home_based,1794.8,23.31,77,0.3636,0.0433,card_dominant,0.5801,0.3139,0.291,0.4472
1618,"Duarte, Cox and Day",Beauty,mall,3510.28,38.57,91,0.4396,0.0737,card_dominant,0.7055,0.4667,0.2675,0.4434
1619,Baxter Inc,Wellness,standalone,14507.0,80.15,181,0.9006,0.0191,mixed,0.7534,0.2624,0.2486,0.2061
1620,Arnold and Sons,Wellness,home_based,4939.02,37.42,132,0.4697,0.0293,card_dominant,0.814,0.672,0.0872,0.4367
1621,Lopez-Daugherty,Tech_Accessories,mall,3441.53,37.41,92,0.5652,0.0424,card_dominant,0.8867,0.4417,0.2659,0.4075
1622,"Mejia, Brown and Cain",Tech_Accessories,mall,3826.79,36.8,104,0.5865,0.0512,digital_wallet_heavy,0.4627,0.3429,0.1008,0.3146
1623,Holmes-Ellis,Fashion,mall,7265.98,55.89,130,0.7769,0.0633,card_dominant,0.4706,0.4556,0.1731,0.2247
1624,Taylor-Williams,Fashion,standalone,1437.7,26.14,55,0.2,0.0504,mixed,0.8059,0.6904,0.1519,0.5763
1625,"Hardy, Bowers and Chen",Wellness,home_based,3970.43,37.81,105,0.5429,0.0679,digital_wallet_heavy,0.7352,0.4868,0.289,0.396
1626,Myers LLC,Crafts,standalone,1627.55,22.3,73,0.4521,0.024,card_dominant,0.2765,0.627,0.1598,0.3365
1627,Snyder and Sons,Crafts,mall,1872.59,24.32,77,0.4805,0.0693,mixed,0.8252,0.2312,0.2709,0.4456
1628,Cisneros-Marshall,Home,pop_up,11349.04,57.61,197,0.6396,0.0414,card_dominant,0.5573,0.5133,0.2816,0.3041
1629,Hayes-Kelley,Tech_Accessories,mall,15017.93,80.31,187,0.7807,0.0113,digital_wallet_heavy,0.5338,0.5439,0.2307,0.2198
1630,"Smith, Hall and Hunter",Fashion,mall,15034.82,81.27,185,0.8649,0.0585,digital_wallet_heavy,0.2941,0.3497,0.1397,0.1439
1631,Reed Inc,Home,pop_up,4746.43,35.42,134,0.5448,0.0663,mixed,0.3951,0.3054,0.2894,0.3265
1632,Davis-Owens,Wellness,mall,4096.01,36.25,113,0.5221,0.0106,mixed,0.8985,0.5384,0.2571,0.4218
1633,Clark LLC,Tech_Accessories,standalone,3701.45,37.39,99,0.6061,0.0306,mixed,0.21,0.5689,0.2585,0.2481
1634,Walton-Morris,Home,mall,1512.88,24.01,63,0.3492,0.0618,digital_wallet_heavy,0.3,0.5767,0.2422,0.4039
1635,Wiggins-Carter,Fitness,home_based,973.32,21.63,45,0.2444,0.0561,digital_wallet_heavy,0.7363,0.623,0.2034,0.5419
1636,"Hayes, Walker and Hernandez",Education,mall,7377.17,56.31,131,0.6489,0.0162,mixed,0.5413,0.2388,0.1519,0.2887
1637,Sharp-Lee,Food,pop_up,23465.56,79.81,294,0.8469,0.0385,card_dominant,0.2462,0.3744,0.0777,0.1373
1638,Wong-Campbell,Tech_Accessories,pop_up,1759.84,25.5,69,0.3188,0.0666,mixed,0.8634,0.2362,0.2888,0.5333
1639,Greene-Cruz,Crafts,mall,6922.72,55.38,125,0.72,0.0466,digital_wallet_heavy,0.4097,0.2384,0.1752,0.2359
1640,Anderson and Sons,Beauty,pop_up,4038.6,38.46,105,0.4952,0.0656,mixed,0.695,0.2251,0.0682,0.4111
1641,Rush-Jones,Tech_Accessories,mall,10718.08,58.89,182,0.7308,0.0382,card_dominant,0.4067,0.3162,0.1203,0.2274
1642,Howard-Jones,Education,standalone,1647.44,24.96,66,0.197,0.0662,mixed,0.8505,0.4026,0.2765,0.5915
1643,"Jones, Olsen and Fowler",Education,standalone,847.15,22.9,37,0.4054,0.0325,card_dominant,0.5335,0.313,0.2101,0.4138
1644,"Bowen, Crawford and Johnson",Tech_Accessories,home_based,4072.46,37.71,108,0.5,0.0785,mixed,0.6224,0.3789,0.212,0.398
1645,"Arnold, Dean and Cooper",Beauty,home_based,1687.95,22.81,74,0.473,0.0186,mixed,0.8221,0.4515,0.1623,0.4335
1646,Armstrong-White,Beauty,pop_up,5009.58,37.67,133,0.5564,0.051,mixed,0.6373,0.2359,0.2207,0.3646
1647,"Terrell, Jackson and Logan",Tech_Accessories,mall,1389.74,23.16,60,0.3,0.0269,card_dominant,0.6998,0.6113,0.251,0.498
1648,"Vasquez, Jordan and James",Wellness,standalone,3457.49,37.99,91,0.4396,0.0487,digital_wallet_heavy,0.5641,0.2714,0.2438,0.4076
1649,"Wood, Bray and Gray",Crafts,pop_up,3155.5,36.27,87,0.4943,0.029,mixed,0.5477,0.3421,0.0835,0.3711
1650,Willis-Garner,Tech_Accessories,pop_up,4074.85,37.73,108,0.4074,0.0541,card_dominant,0.238,0.5743,0.1294,0.3601
1651,"Avery, Swanson and Cruz",Wellness,pop_up,9535.83,59.23,161,0.6025,0.01,mixed,0.5578,0.2234,0.119,0.3133
1652,Riley-Campbell,Fashion,pop_up,761.33,24.56,31,0.3226,0.0595,mixed,0.2439,0.6197,0.051,0.4053
1653,Powers and Sons,Wellness,mall,22189.42,82.18,270,0.7556,0.0273,digital_wallet_heavy,0.7186,0.3581,0.0755,0.2741
1654,Mcmillan-Wells,Home,pop_up,1515.33,22.28,68,0.2647,0.0352,mixed,0.3893,0.6214,0.1283,0.4561
1655,Jimenez Inc,Crafts,home_based,940.04,23.5,40,0.4,0.0652,mixed,0.8243,0.4169,0.2775,0.4844
1656,"Robles, Long and Thompson",Fitness,standalone,857.55,25.22,34,0.3824,0.0364,mixed,0.8749,0.2446,0.2218,0.4947
1657,"Roberts, Morales and Gray",Home,pop_up,4916.8,37.82,130,0.4231,0.0446,digital_wallet_heavy,0.4714,0.5164,0.226,0.3961
1658,"Benson, Mitchell and Butler",Home,mall,22655.11,81.2,279,0.7599,0.0103,card_dominant,0.3169,0.5565,0.2166,0.1865
1659,Raymond-Greer,Food,mall,1603.13,24.29,66,0.2576,0.0776,card_dominant,0.7327,0.6754,0.2256,0.541
1660,"Medina, Grant and Combs",Beauty,mall,963.84,24.1,40,0.325,0.0309,mixed,0.2738,0.5909,0.211,0.4015
1661,"Cole, Hall and James",Home,home_based,2027.47,25.66,79,0.2278,0.0134,digital_wallet_heavy,0.452,0.6784,0.1751,0.4805
1662,Campbell-Hensley,Education,mall,1763.36,23.51,75,0.4667,0.0403,card_dominant,0.5204,0.3044,0.1422,0.3828
1663,Watson Inc,Wellness,home_based,20098.75,81.04,248,0.8669,0.0359,digital_wallet_heavy,0.2366,0.5838,0.1541,0.1246
1664,Bennett PLC,Fitness,mall,3759.12,38.36,98,0.6327,0.0676,digital_wallet_heavy,0.7952,0.306,0.2143,0.363
1665,Mitchell-Ward,Beauty,home_based,1019.11,24.86,41,0.4878,0.0431,mixed,0.8161,0.3079,0.2195,0.4322
1666,"Hernandez, Santana and Jones",Fitness,pop_up,3873.71,37.61,103,0.6117,0.0525,digital_wallet_heavy,0.4067,0.2683,0.2129,0.2912
1667,"Rogers, Smith and Johnson",Fitness,mall,4489.42,36.8,122,0.623,0.0617,digital_wallet_heavy,0.4209,0.5224,0.1488,0.2912
1668,Torres Group,Home,home_based,7777.16,58.92,132,0.7273,0.0599,mixed,0.3395,0.6451,0.1219,0.2222
1669,Mccall Group,Tech_Accessories,mall,7254.56,58.5,124,0.7339,0.0357,mixed,0.2407,0.2558,0.179,0.1919
1670,"Roberts, Simpson and Drake",Food,standalone,3585.84,37.35,96,0.5417,0.0287,digital_wallet_heavy,0.7848,0.2073,0.1448,0.3947
1671,Lee Inc,Tech_Accessories,pop_up,3289.85,40.12,82,0.4634,0.0336,card_dominant,0.2135,0.2622,0.1534,0.3211
1672,"Nicholson, Pierce and Moore",Fashion,mall,1519.46,25.32,60,0.4667,0.0445,card_dominant,0.483,0.4655,0.1988,0.3766
1673,"Mcguire, Michael and Gordon",Food,home_based,2982.73,37.28,80,0.575,0.0107,mixed,0.5249,0.6817,0.1798,0.3207
1674,"Bradley, Scott and Fox",Tech_Accessories,home_based,21881.83,79.0,277,0.7798,0.0574,card_dominant,0.4183,0.587,0.2432,0.211
1675,Jones LLC,Fitness,standalone,9085.29,60.17,151,0.7086,0.0465,digital_wallet_heavy,0.8832,0.2628,0.0542,0.3363
1676,Carlson-Welch,Beauty,mall,10357.07,56.91,182,0.6868,0.0639,mixed,0.765,0.2601,0.1164,0.3288
