vendor_id,business_name,business_category,price_range,content_format,is_visual_product,image_engagement_score,short_form_video_affinity,premium_affinity_score,trend_sensitivity_score,search_intent_score,conversion_readiness_score,ingredient_awareness_score,routine_complexity_score,purchase_frequency,repeat_purchase_rate,repeat_customer_signal,transaction_conversion_signal,community_engagement_score,local_discovery_score,demand_score,avg_session_time_minutes,price_sensitivity_score,brand_loyalty_score,income_low_ratio,income_mid_ratio,income_high_ratio,age_18_24_ratio,age_25_34_ratio,age_35_50_ratio,age_50_plus_ratio,female_ratio,male_ratio,video_consumption_score,text_engagement_score,ugc_score,influencer_dependency_score,research_time_score,education_content_affinity,platform_fit_score,dense_slice_confidence,niche_signal_score,visual_content_signal,product_category_affinity
101014,Fashion_Brand_01014,Fashion,Mid,Video_First,0.7014,0.5545,0.8639,0.3022,0.7432,0.7053,0.4784,0.3362,0.4713,High,0.4952,0.6044,0.5801,0.522,0.606,0.5072,7.54,0.4764,0.4364,0.2876,0.4527,0.2877,0.3577,0.4127,0.2196,0.1305,0.5317,0.546,0.4686,0.2093,0.5984,0.5518,0.3432,0.5235,0.8288,0.6285,0.6245,0.5163,0.6701
101015,Home_Brand_01015,Home,Premium,Image_First,0.6321,0.6564,0.4651,0.5834,0.5057,0.6798,0.3841,0.4114,0.4501,High,0.6335,0.5446,0.4961,0.6266,0.4493,0.6499,8.43,0.6336,0.574,0.2862,0.4456,0.3106,0.2127,0.2478,0.3098,0.2504,0.5359,0.45,0.5344,0.4257,0.7559,0.3615,0.8103,0.7863,0.7661,0.5432,0.6228,0.7203,0.5094
101016,Beauty_Brand_01016,Beauty,Low,Image_First,0.7936,0.6756,0.5235,0.7448,0.3529,0.373,0.5672,0.3738,0.602,Low,0.4555,0.5838,0.5194,0.5163,0.7109,0.6024,7.19,0.5746,0.4763,0.2426,0.4047,0.3214,0.2373,0.3508,0.2385,0.1741,0.7608,0.2914,0.4124,0.1795,0.4415,0.4743,0.3958,0.4335,0.634,0.5991,0.3754,0.6402,0.5648
101017,Home_Brand_01017,Home,Low,Image_First,0.4947,0.8585,0.5103,0.5903,0.4462,0.6821,0.5459,0.5136,0.7035,Low,0.4667,0.3537,0.488,0.3601,0.6616,0.3807,6.63,0.352,0.2754,0.2947,0.402,0.3662,0.1651,0.2623,0.3449,0.1123,0.7072,0.4465,0.4083,0.0564,0.469,0.6743,0.5832,0.4502,0.7681,0.6985,0.4705,0.753,0.5201
101018,Wellness_Brand_01018,Wellness,Mid,Text_First,0.4521,0.3718,0.5008,0.5376,0.5334,0.4739,0.4807,0.5897,0.56,High,0.7092,0.5311,0.726,0.4933,0.551,0.7995,4.45,0.3842,0.6334,0.2752,0.4567,0.283,0.2415,0.3404,0.2781,0.1655,0.4653,0.478,0.4557,0.4615,0.6095,0.3639,0.4911,0.662,0.6287,0.6188,0.4165,0.4037,0.4784
101019,Beauty_Brand_01019,Beauty,Low,Image_First,0.7631,0.6892,0.362,0.7983,0.6707,0.4867,0.4426,0.5399,0.3882,High,0.8554,0.5373,0.5842,0.772,0.2994,0.5891,5.94,0.4413,0.7173,0.3313,0.4461,0.2089,0.2589,0.342,0.2077,0.1584,0.4796,0.47,0.6046,0.627,0.4974,0.5994,0.4545,0.4241,0.7034,0.554,0.7232,0.8325,0.5328
101020,Wellness_Brand_01020,Wellness,Premium,Text_First,0.6468,0.4599,0.3651,0.6607,0.4599,0.4899,0.4848,0.4427,0.4943,Medium,0.4496,0.5639,0.6374,0.7087,0.4991,0.5693,9.72,0.4055,0.6703,0.3012,0.4168,0.2921,0.1153,0.1823,0.3478,0.1725,0.4589,0.5517,0.439,0.6119,0.7831,0.5407,0.5894,0.6847,0.5166,0.6021,0.6283,0.39,0.5102
101021,Education_Brand_01021,Education,Mid,Text_First,0.3896,0.4277,0.3124,0.4185,0.5917,0.6604,0.4703,0.4604,0.3244,Low,0.4618,0.5314,0.4142,0.3575,0.4695,0.5431,7.86,0.5861,0.4798,0.2251,0.4707,0.2996,0.2011,0.3111,0.2173,0.1622,0.553,0.5265,0.5097,0.7935,0.4715,0.4038,0.6818,0.9567,0.6295,0.6379,0.6262,0.5913,0.5593
101022,Education_Brand_01022,Education,Low,Video_First,0.5389,0.6675,0.8302,0.5077,0.5832,0.5289,0.5241,0.4224,0.7039,Medium,0.4877,0.6847,0.3922,0.4899,0.463,0.6332,10.0,0.4355,0.2851,0.3579,0.411,0.2323,0.2835,0.336,0.2764,0.1195,0.5211,0.5142,0.8008,0.8042,0.4282,0.6601,0.6126,0.6868,0.519,0.5436,0.787,0.6536,0.4629
101023,Crafts_Brand_01023,Crafts,Mid,Video_First,0.6392,0.6771,0.8496,0.3902,0.8991,0.4587,0.442,0.3885,0.5071,Medium,0.5291,0.5851,0.6242,0.7631,0.2723,0.3061,2.99,0.6448,0.5842,0.2135,0.4086,0.2567,0.2492,0.3116,0.2692,0.0873,0.5231,0.4705,0.6009,0.2888,0.6761,0.362,0.3234,0.5895,0.7866,0.5723,0.6932,0.6574,0.6758
101024,Fashion_Brand_01024,Fashion,Mid,Video_First,0.7975,0.6083,0.8882,0.4951,0.8992,0.4887,0.5892,0.4731,0.3266,Medium,0.3523,0.4854,0.4172,0.5645,0.5313,0.5359,5.27,0.522,0.4338,0.2167,0.4479,0.203,0.2702,0.3636,0.2468,0.0872,0.578,0.4947,0.4328,0.3382,0.5494,0.4109,0.5407,0.3793,0.6763,0.5109,0.4991,0.5535,0.4885
101025,Tech_Accessories_Brand_01025,Tech_Accessories,Mid,Video_First,0.4896,0.7456,0.9832,0.5441,0.7172,0.7541,0.5362,0.4566,0.483,Medium,0.6054,0.5336,0.604,0.546,0.4687,0.605,10.95,0.4987,0.3746,0.2897,0.39,0.2606,0.3176,0.4266,0.1852,0.0596,0.4885,0.5485,0.536,0.3881,0.5136,0.5131,0.8445,0.4927,0.8672,0.5214,0.5122,0.4513,0.6463
101026,Fashion_Brand_01026,Fashion,Premium,Image_First,0.7651,0.7738,0.8456,0.4584,0.8739,0.5129,0.4687,0.439,0.5799,High,0.5245,0.4508,0.6825,0.5567,0.5537,0.5241,6.31,0.4396,0.4418,0.2663,0.4452,0.2925,0.293,0.3048,0.1691,0.1285,0.5257,0.5006,0.4802,0.2676,0.5715,0.423,0.5505,0.2771,0.6283,0.5381,0.7167,0.4936,0.6146
101027,Pets_Brand_01027,Pets,Mid,Video_First,0.4809,0.3624,0.5304,0.575,0.2493,0.5231,0.5113,0.4936,0.511,Medium,0.765,0.7898,0.6916,0.7151,0.4555,0.5041,2.92,0.52,0.7738,0.3467,0.4938,0.2421,0.3422,0.3261,0.3666,0.1802,0.5273,0.4195,0.6445,0.4935,0.5164,0.2619,0.4583,0.5313,0.7116,0.6657,0.5902,0.5171,0.5452
101028,Home_Brand_01028,Home,Low,Image_First,0.5743,0.9068,0.6244,0.4443,0.4705,0.7821,0.4868,0.5841,0.4642,Low,0.396,0.475,0.5629,0.5043,0.6692,0.5479,8.52,0.5518,0.5193,0.2349,0.4328,0.3935,0.2222,0.2532,0.3244,0.1519,0.58,0.1586,0.4487,0.201,0.5108,0.5928,0.6197,0.3492,0.8218,0.6561,0.6663,0.7636,0.4757
101029,Tech_Accessories_Brand_01029,Tech_Accessories,Mid,Text_First,0.6487,0.6035,0.4156,0.4596,0.5082,0.6244,0.3781,0.3175,0.6607,Low,0.3646,0.6136,0.4708,0.5085,0.4471,0.4433,5.17,0.4609,0.583,0.271,0.4161,0.3034,0.2572,0.3073,0.2534,0.0925,0.3172,0.6977,0.5219,0.7358,0.4359,0.4729,0.7187,0.4672,0.7177,0.7265,0.5603,0.5765,0.6724
101030,Fashion_Brand_01030,Fashion,Low,Image_First,0.8401,0.7044,0.531,0.5256,0.8777,0.5747,0.446,0.5025,0.3835,Medium,0.5608,0.5886,0.4548,0.5373,0.5547,0.5551,8.24,0.5943,0.7018,0.2755,0.4595,0.2821,0.2112,0.3301,0.3138,0.184,0.5378,0.4987,0.6545,0.4381,0.4877,0.5443,0.4387,0.6971,0.6822,0.4777,0.6337,0.7618,0.5618
101031,Food_Brand_01031,Food,Low,Text_First,0.5563,0.4898,0.5201,0.4223,0.4938,0.4299,0.4979,0.5176,0.4951,Medium,0.6208,0.5712,0.4496,0.5171,0.3865,0.7609,10.1,0.5463,0.6609,0.2596,0.4204,0.2615,0.2322,0.3266,0.3604,0.2167,0.482,0.4474,0.4206,0.6418,0.5073,0.3193,0.5049,0.7071,0.5053,0.5678,0.5658,0.3431,0.669
101032,Home_Brand_01032,Home,Low,Image_First,0.9225,0.731,0.1883,0.4582,0.5736,0.6368,0.4175,0.6641,0.6305,Medium,0.4687,0.5907,0.6288,0.4723,0.601,0.6216,2.74,0.6507,0.6396,0.3357,0.4511,0.1449,0.1269,0.2736,0.3032,0.1745,0.4075,0.5169,0.5189,0.806,0.4049,0.4961,0.746,0.6858,0.6423,0.6627,0.5638,0.7302,0.5513
101033,Beauty_Brand_01033,Beauty,Premium,Text_First,0.844,0.7461,0.4094,0.746,0.5474,0.504,0.3995,0.629,0.6251,Medium,0.5178,0.674,0.4035,0.5198,0.4593,0.4936,8.21,0.4793,0.6001,0.3222,0.4747,0.2086,0.2258,0.2919,0.2496,0.2064,0.4828,0.5337,0.4655,0.8254,0.5707,0.4531,0.2292,0.8715,0.6827,0.7737,0.506,0.4153,0.5983
101034,Home_Brand_01034,Home,Low,Text_First,0.5885,0.5658,0.5353,0.4991,0.5288,0.6266,0.517,0.5357,0.5217,Medium,0.6033,0.7357,0.6335,0.7823,0.6016,0.5309,2.83,0.299,0.4447,0.328,0.3971,0.2477,0.252,0.2622,0.3193,0.1608,0.5464,0.6097,0.3953,0.3756,0.7957,0.3042,0.7768,0.8877,0.5003,0.7029,0.843,0.6252,0.5189
101035,Fitness_Brand_01035,Fitness,Mid,Video_First,0.4591,0.4085,0.869,0.5659,0.5644,0.2113,0.5357,0.4937,0.5037,Low,0.6671,0.5341,0.5366,0.6221,0.5034,0.5531,4.51,0.3042,0.6281,0.2517,0.4652,0.2654,0.3548,0.3562,0.1499,0.1192,0.4846,0.4565,0.743,0.5522,0.6681,0.501,0.6417,0.445,0.6557,0.6842,0.5639,0.5622,0.3953
101036,Education_Brand_01036,Education,Mid,Text_First,0.4106,0.6826,0.21,0.4164,0.4403,0.6185,0.5955,0.4973,0.3502,High,0.5268,0.436,0.462,0.6243,0.5365,0.6513,11.64,0.569,0.3911,0.2888,0.4769,0.2856,0.2251,0.2814,0.3709,0.2127,0.4851,0.5501,0.5708,0.7161,0.3925,0.4984,0.7299,0.9083,0.7064,0.5895,0.5299,0.6327,0.4914
101037,Fashion_Brand_01037,Fashion,Premium,Image_First,0.8302,0.7527,0.4314,0.6235,0.9206,0.4967,0.3078,0.57,0.5781,High,0.8221,0.5966,0.5472,0.6439,0.5368,0.4139,5.35,0.4884,0.6727,0.3376,0.4518,0.2697,0.2587,0.2721,0.1886,0.1607,0.4391,0.5005,0.464,0.5015,0.4512,0.5119,0.5489,0.4785,0.6111,0.5902,0.6168,0.5976,0.5456
101038,Wellness_Brand_01038,Wellness,Mid,Video_First,0.5751,0.6889,0.8236,0.615,0.9891,0.4508,0.456,0.6236,0.481,Medium,0.6114,0.7458,0.6269,0.3456,0.6629,0.5913,5.5,0.4713,0.7347,0.2,0.4443,0.2708,0.2792,0.369,0.1967,0.0934,0.5089,0.5309,0.3766,0.1122,0.483,0.4401,0.5185,0.6997,0.6272,0.4533,0.7874,0.7052,0.6754
101039,Fashion_Brand_01039,Fashion,Low,Video_First,0.754,0.7486,0.8809,0.5138,0.8883,0.587,0.6661,0.5269,0.4926,Medium,0.4819,0.7018,0.4609,0.4211,0.5541,0.5736,10.06,0.5733,0.4915,0.2226,0.4772,0.2665,0.2786,0.3576,0.2453,0.0904,0.4493,0.5454,0.7182,0.4287,0.6163,0.5145,0.4402,0.4978,0.7403,0.3911,0.4594,0.571,0.6187
101040,Fashion_Brand_01040,Fashion,Low,Image_First,0.8089,0.8395,0.7319,0.3479,0.9936,0.4048,0.4731,0.7038,0.483,High,0.5539,0.5865,0.4794,0.3123,0.5355,0.5462,5.64,0.6206,0.4446,0.2588,0.5055,0.3122,0.2617,0.3013,0.1991,0.1804,0.4391,0.622,0.2894,0.1873,0.5906,0.3606,0.5436,0.4483,0.585,0.4438,0.7491,0.6141,0.5248
101041,Education_Brand_01041,Education,Premium,Text_First,0.5051,0.5549,0.5946,0.7424,0.3912,0.484,0.474,0.7075,0.7684,Low,0.5106,0.5039,0.6724,0.5071,0.4636,0.6203,2.9,0.4256,0.5726,0.2214,0.4445,0.3611,0.1945,0.3177,0.2953,0.1979,0.584,0.348,0.5053,0.791,0.4442,0.5453,0.6851,0.8976,0.5316,0.6728,0.7159,0.5618,0.4913
101042,Pets_Brand_01042,Pets,Mid,Image_First,0.4362,0.9486,0.4264,0.8071,0.7078,0.5607,0.5067,0.6039,0.4419,Medium,0.6593,0.4992,0.6639,0.7367,0.4031,0.5967,4.22,0.5251,0.7049,0.311,0.4613,0.3571,0.2714,0.2119,0.3111,0.2143,0.6434,0.3918,0.6264,0.4378,0.5004,0.4986,0.762,0.3799,0.6173,0.5245,0.5629,0.7672,0.5826
101043,Crafts_Brand_01043,Crafts,Mid,Text_First,0.5593,0.2816,0.2737,0.4012,0.445,0.3584,0.6161,0.4209,0.5709,Low,0.5217,0.4556,0.5443,0.7339,0.5975,0.5927,9.17,0.5462,0.6409,0.2055,0.4104,0.2236,0.2079,0.2459,0.3185,0.1515,0.4555,0.4717,0.4529,0.705,0.6967,0.5159,0.4777,0.9682,0.7425,0.5241,0.6137,0.5833,0.5028
101044,Home_Brand_01044,Home,Mid,Text_First,0.3964,0.7872,0.4425,0.5269,0.4352,0.864,0.3878,0.3647,0.5233,Medium,0.5268,0.6513,0.4801,0.5515,0.3939,0.5037,8.08,0.474,0.4721,0.2899,0.4232,0.3101,0.2246,0.3337,0.3009,0.1396,0.3028,0.6969,0.7423,0.8044,0.6085,0.5423,0.7181,0.5313,0.7341,0.5228,0.5211,0.6931,0.6331
101045,Crafts_Brand_01045,Crafts,Mid,Text_First,0.6138,0.4792,0.3771,0.4499,0.3773,0.6877,0.484,0.5395,0.4361,High,0.4796,0.5577,0.4381,0.8053,0.509,0.7821,7.24,0.5956,0.4879,0.2754,0.4241,0.296,0.2624,0.269,0.3181,0.2611,0.4032,0.4574,0.5591,0.4938,0.7858,0.6483,0.3041,0.6726,0.5832,0.4877,0.5309,0.6648,0.6474
101046,Wellness_Brand_01046,Wellness,Mid,Text_First,0.6498,0.5476,0.5773,0.5439,0.6576,0.4597,0.3861,0.4615,0.3783,High,0.6762,0.5288,0.6271,0.5188,0.4804,0.4055,3.03,0.4866,0.7574,0.2139,0.494,0.24,0.133,0.2987,0.2869,0.1696,0.5442,0.5164,0.5926,0.4874,0.47,0.5476,0.5226,0.7872,0.815,0.6189,0.5664,0.7087,0.5645
101047,Home_Brand_01047,Home,Mid,Image_First,0.6133,0.7315,0.4359,0.5319,0.4055,0.4187,0.6957,0.6324,0.582,Medium,0.4569,0.5868,0.6337,0.5008,0.6287,0.5718,3.84,0.4825,0.5045,0.1602,0.399,0.2915,0.2327,0.2589,0.3241,0.1121,0.6215,0.2673,0.4575,0.1312,0.2285,0.512,0.7997,0.645,0.5212,0.5593,0.7194,0.6038,0.4636
101048,Crafts_Brand_01048,Crafts,Low,Image_First,0.5529,0.8456,0.4361,0.4259,0.3532,0.6822,0.6419,0.5124,0.4244,Medium,0.5536,0.6335,0.5841,0.7136,0.7294,0.5229,6.73,0.4481,0.538,0.2333,0.4762,0.3044,0.2304,0.3002,0.3541,0.1984,0.7837,0.2452,0.4652,0.2405,0.825,0.5321,0.4917,0.5896,0.7787,0.6802,0.4727,0.6416,0.4965
101049,Fitness_Brand_01049,Fitness,Low,Video_First,0.4515,0.7174,0.7167,0.7724,0.4156,0.59,0.4701,0.7871,0.6195,High,0.4133,0.6028,0.689,0.5211,0.401,0.639,3.84,0.5076,0.4916,0.2245,0.421,0.2972,0.2153,0.2501,0.3793,0.1831,0.5754,0.3864,0.7656,0.6233,0.4898,0.5599,0.6036,0.3017,0.6227,0.7305,0.4018,0.6485,0.6197
101050,Beauty_Brand_01050,Beauty,Low,Image_First,0.7192,0.8083,0.5826,0.6063,0.5879,0.5345,0.5658,0.4342,0.5523,Medium,0.9148,0.5826,0.5714,0.6885,0.6563,0.5557,10.43,0.3907,0.7265,0.26,0.4466,0.3216,0.2324,0.3505,0.2833,0.2055,0.4751,0.5156,0.4599,0.4664,0.4952,0.3361,0.5506,0.5104,0.8582,0.5397,0.7999,0.6715,0.6534
101051,Wellness_Brand_01051,Wellness,Mid,Image_First,0.5383,0.676,0.3199,0.6782,0.5033,0.4865,0.3212,0.2758,0.4558,High,0.6946,0.6499,0.5878,0.4075,0.6454,0.541,2.51,0.5683,0.7537,0.2942,0.5053,0.2575,0.1953,0.2952,0.2507,0.2021,0.4484,0.4742,0.4547,0.4791,0.4286,0.3131,0.5878,0.6768,0.5561,0.3429,0.5567,0.5296,0.5018
101052,Tech_Accessories_Brand_01052,Tech_Accessories,Premium,Image_First,0.6013,0.9005,0.5342,0.3189,0.2835,0.6861,0.61,0.5727,0.3632,Low,0.4674,0.4187,0.5094,0.4851,0.8482,0.4174,3.58,0.3975,0.5307,0.2896,0.4399,0.3523,0.1949,0.3055,0.2556,0.259,0.6052,0.3889,0.6097,0.4493,0.4973,0.5509,0.7998,0.5842,0.7722,0.6158,0.5312,0.6674,0.419
101053,Crafts_Brand_01053,Crafts,Mid,Video_First,0.4285,0.6355,0.6597,0.4139,0.8222,0.3362,0.4224,0.3856,0.5827,Medium,0.674,0.5251,0.6188,0.6337,0.3234,0.5867,9.32,0.5424,0.4622,0.23,0.466,0.2363,0.3028,0.385,0.3053,0.0859,0.4962,0.5467,0.555,0.2544,0.6426,0.6138,0.477,0.7581,0.4752,0.5772,0.5668,0.6123,0.3663
101054,Fitness_Brand_01054,Fitness,Low,Video_First,0.6526,0.6826,0.851,0.4414,0.8406,0.4165,0.7946,0.3477,0.4475,Medium,0.5867,0.6139,0.6229,0.4965,0.3686,0.5923,11.85,0.5548,0.4798,0.2777,0.4422,0.2772,0.2449,0.3961,0.2033,0.157,0.4979,0.5343,0.6559,0.1524,0.5511,0.2622,0.6071,0.5015,0.5882,0.6865,0.6061,0.6487,0.5828
101055,Pets_Brand_01055,Pets,Mid,Video_First,0.4848,0.3787,0.4144,0.6512,0.6092,0.4656,0.589,0.5749,0.4792,High,0.698,0.8488,0.4887,0.8103,0.3577,0.5534,2.62,0.6116,0.7868,0.3385,0.4462,0.2582,0.1666,0.3917,0.3306,0.2429,0.4794,0.4602,0.6143,0.3037,0.4742,0.6052,0.4411,0.6513,0.6243,0.5225,0.6028,0.5222,0.4887
101056,Tech_Accessories_Brand_01056,Tech_Accessories,Low,Image_First,0.6246,0.7203,0.5092,0.5957,0.3967,0.5471,0.6144,0.7561,0.5598,Medium,0.5671,0.5665,0.7325,0.4643,0.565,0.4766,11.22,0.6343,0.3338,0.2841,0.351,0.3794,0.2784,0.293,0.3486,0.212,0.6282,0.3605,0.5875,0.5669,0.4735,0.5501,0.8399,0.5902,0.8904,0.4425,0.5708,0.5323,0.7946
101057,Crafts_Brand_01057,Crafts,Low,Text_First,0.3337,0.4011,0.4596,0.4915,0.4396,0.4458,0.3865,0.4487,0.5181,High,0.4689,0.6407,0.4727,0.8967,0.4256,0.7119,7.27,0.6017,0.6432,0.278,0.4666,0.2588,0.2396,0.285,0.2764,0.2016,0.5215,0.524,0.4472,0.749,0.7168,0.5191,0.4199,0.782,0.6392,0.5538,0.5986,0.4182,0.7148
101058,Fitness_Brand_01058,Fitness,Low,Video_First,0.4417,0.9274,0.7622,0.4995,0.5042,0.5142,0.6218,0.4292,0.5374,Low,0.4334,0.4417,0.604,0.578,0.6194,0.5591,6.69,0.4461,0.4885,0.2126,0.4351,0.3429,0.224,0.3096,0.2694,0.1766,0.6926,0.3648,0.8086,0.2332,0.5165,0.5088,0.6337,0.7022,0.9044,0.4245,0.7761,0.8748,0.4118
101059,Education_Brand_01059,Education,Premium,Text_First,0.527,0.4071,0.3498,0.4317,0.5012,0.3058,0.4505,0.4636,0.6125,Low,0.7406,0.731,0.6206,0.3557,0.5337,0.7242,5.79,0.424,0.5986,0.3194,0.5343,0.2308,0.1861,0.2659,0.3571,0.195,0.6774,0.4893,0.4758,0.8059,0.4571,0.4764,0.7329,0.6971,0.5672,0.4896,0.629,0.4498,0.7102
101060,Home_Brand_01060,Home,Mid,Video_First,0.4607,0.639,0.6213,0.3629,0.3581,0.626,0.5462,0.4624,0.4203,Medium,0.4528,0.6686,0.5285,0.5668,0.4552,0.521,5.0,0.5292,0.5794,0.2488,0.3728,0.2391,0.2292,0.3358,0.2925,0.1454,0.2654,0.6046,0.4904,0.5027,0.2655,0.4701,0.762,0.5021,0.7168,0.5798,0.576,0.7246,0.5973
101061,Beauty_Brand_01061,Beauty,Premium,Image_First,0.7748,0.7711,0.5201,0.8162,0.5092,0.4745,0.5084,0.8092,0.842,Medium,0.532,0.5122,0.5886,0.4414,0.5181,0.5186,9.98,0.4742,0.5294,0.2756,0.4356,0.2744,0.1887,0.3785,0.2792,0.1959,0.5788,0.3227,0.5871,0.6717,0.5029,0.4357,0.5538,0.5285,0.6349,0.701,0.4755,0.6477,0.7057
101062,Tech_Accessories_Brand_01062,Tech_Accessories,Mid,Text_First,0.3818,0.5097,0.6374,0.5046,0.4414,0.6859,0.4424,0.4226,0.5585,Medium,0.5922,0.5131,0.6709,0.8035,0.4585,0.4935,8.25,0.4938,0.4031,0.2309,0.4603,0.3148,0.2156,0.2633,0.3504,0.242,0.374,0.5884,0.5222,0.6774,0.6196,0.4867,0.8693,0.8299,0.479,0.5583,0.7779,0.6922,0.6391
101063,Food_Brand_01063,Food,Mid,Text_First,0.5944,0.5575,0.2573,0.6919,0.4421,0.5319,0.4002,0.4512,0.4154,Low,0.7627,0.7433,0.5905,0.6153,0.4319,0.7177,6.84,0.555,0.629,0.2858,0.5102,0.2195,0.1999,0.2381,0.2946,0.2178,0.5161,0.5852,0.4221,0.9468,0.5993,0.52,0.3463,0.9116,0.8234,0.5627,0.577,0.5562,0.5895
101064,Fitness_Brand_01064,Fitness,Mid,Video_First,0.5506,0.6271,0.8908,0.6184,0.5165,0.4574,0.5506,0.4312,0.5701,High,0.5819,0.5396,0.5766,0.4541,0.5838,0.8205,6.41,0.5058,0.3882,0.3269,0.4637,0.2811,0.2693,0.3455,0.1139,0.1702,0.4276,0.5571,0.7675,0.5368,0.5062,0.5776,0.5284,0.4363,0.674,0.5867,0.7144,0.7602,0.6271
101065,Beauty_Brand_01065,Beauty,Premium,Image_First,0.798,0.7423,0.5219,0.7754,0.3922,0.4691,0.4141,0.5689,0.3012,Medium,0.3926,0.4396,0.3683,0.449,0.5158,0.4311,6.52,0.5233,0.4396,0.2945,0.4101,0.332,0.106,0.2955,0.3439,0.2141,0.6156,0.2865,0.4981,0.4871,0.6694,0.3452,0.6225,0.5856,0.7003,0.5457,0.6367,0.4356,0.5611
101066,Education_Brand_01066,Education,Premium,Text_First,0.5167,0.6094,0.4029,0.5989,0.5657,0.524,0.4399,0.4837,0.6409,High,0.7689,0.6869,0.5087,0.6899,0.5748,0.6554,7.3,0.3585,0.8245,0.2422,0.4732,0.2706,0.2033,0.2736,0.2024,0.2897,0.3535,0.5033,0.5532,0.7766,0.5117,0.3647,0.7373,0.7283,0.5057,0.5597,0.2613,0.5974,0.5161
101067,Education_Brand_01067,Education,Premium,Text_First,0.5147,0.5967,0.2019,0.5589,0.5977,0.4682,0.5141,0.4281,0.4239,Medium,0.4432,0.5477,0.5433,0.6412,0.5173,0.4694,9.1,0.6177,0.5004,0.2582,0.4648,0.3075,0.2354,0.3409,0.2894,0.226,0.5893,0.4913,0.5275,0.8337,0.5263,0.3798,0.75,0.8076,0.706,0.6581,0.7195,0.64,0.4288
101068,Pets_Brand_01068,Pets,Mid,Text_First,0.6205,0.4077,0.3953,0.5201,0.5426,0.4104,0.5635,0.5711,0.4706,Low,0.7497,0.8119,0.7839,0.6895,0.5439,0.7239,7.67,0.52,0.6838,0.2253,0.4173,0.2522,0.2047,0.2992,0.2991,0.1848,0.5694,0.624,0.5195,0.4591,0.4556,0.4988,0.433,0.5928,0.5615,0.6423,0.5892,0.5533,0.5653
101069,Food_Brand_01069,Food,Mid,Image_First,0.4481,0.7543,0.4358,0.6187,0.5197,0.5759,0.4944,0.9238,0.8082,High,0.7967,0.7255,0.6904,0.5283,0.6125,0.6916,10.4,0.3415,0.4693,0.2526,0.4306,0.3102,0.1935,0.29,0.2978,0.151,0.6658,0.3182,0.6858,0.3593,0.6386,0.4994,0.7099,0.3232,0.7419,0.6604,0.5321,0.4985,0.5343
101070,Tech_Accessories_Brand_01070,Tech_Accessories,Premium,Text_First,0.3423,0.5272,0.158,0.482,0.4851,0.7565,0.602,0.546,0.5373,Medium,0.514,0.5624,0.6722,0.7284,0.4646,0.49,9.55,0.4262,0.5684,0.2274,0.4212,0.2752,0.2101,0.2695,0.2868,0.2173,0.5188,0.5232,0.461,0.7984,0.6715,0.5696,0.6854,1.0,0.726,0.8325,0.4874,0.4683,0.4344
101071,Pets_Brand_01071,Pets,Premium,Text_First,0.4603,0.4243,0.6472,0.5033,0.38,0.7604,0.4179,0.5265,0.4236,Medium,0.4999,0.7203,0.5443,0.4528,0.4765,0.5376,5.88,0.6239,0.7208,0.2661,0.4572,0.3214,0.1937,0.2346,0.3607,0.2002,0.3364,0.6643,0.4013,0.8152,0.3925,0.4041,0.7997,0.4745,0.8694,0.4786,0.5069,0.4059,0.4907
101072,Tech_Accessories_Brand_01072,Tech_Accessories,Premium,Text_First,0.6745,0.5706,0.1969,0.3172,0.3963,0.7597,0.5187,0.525,0.4148,High,0.3773,0.7018,0.5238,0.4413,0.6449,0.587,6.51,0.6471,0.3902,0.309,0.5269,0.3166,0.2736,0.3394,0.2831,0.1952,0.5734,0.5734,0.4495,0.9631,0.3946,0.5336,0.852,0.9353,0.8175,0.5739,0.5574,0.6505,0.6425
101073,Wellness_Brand_01073,Wellness,Premium,Text_First,0.5223,0.5754,0.2588,0.7453,0.4698,0.4523,0.572,0.5093,0.6175,Medium,0.4175,0.4143,0.5531,0.5761,0.5328,0.6068,11.64,0.4488,0.6987,0.2676,0.5005,0.2589,0.238,0.3297,0.2711,0.1966,0.4917,0.5341,0.4486,0.7921,0.3754,0.4443,0.5393,0.9178,0.7773,0.4713,0.5938,0.6156,0.5143
101074,Beauty_Brand_01074,Beauty,Low,Image_First,0.7881,0.7345,0.382,0.7094,0.3813,0.4854,0.4901,0.7733,0.5109,Medium,0.5324,0.6026,0.3851,0.5024,0.6172,0.5643,9.33,0.5652,0.4467,0.2239,0.4027,0.3613,0.1967,0.3968,0.229,0.1812,0.6665,0.3725,0.3203,0.5528,0.4239,0.5401,0.8038,0.5796,0.4571,0.6122,0.7474,0.5725,0.4442
101075,Fashion_Brand_01075,Fashion,Low,Image_First,0.6811,0.8796,0.5624,0.4572,0.7845,0.5089,0.4138,0.564,0.4426,Medium,0.574,0.5458,0.5346,0.5621,0.5218,0.5312,7.02,0.5198,0.4907,0.3063,0.3317,0.3372,0.2624,0.3102,0.2894,0.1218,0.7511,0.3103,0.5578,0.288,0.6239,0.5309,0.5678,0.5276,0.809,0.6627,0.588,0.6457,0.6096
